# Dependencies for design1000
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sun Apr 24 08:52:28 NZST 2022
# Tool	mete-analysis(dependencies):20170202T1945
# System	design1000
# Codebase	./../grad006-03/design1000/design1000

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.IPlayer	kalah.game	Interface	InvokeInterface	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	2,4	kalah.game.IPlayer#public abstract boolean getTurn() <>	Private	None
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	InvokeInstance	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	2,4	kalah.game.Player#public boolean getTurn() {}	Private	Polymorphic
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.IPlayer	kalah.game	Interface	InvokeInterface	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	3,5	kalah.game.IPlayer#public abstract void setTurn(boolean) <>	Private	None
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	InvokeInstance	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	3,5	kalah.game.Player#public void setTurn(boolean) {}	Private	Polymorphic
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	1	kalah.game.GameState#public static final kalah.game.GameState CHECK_EMPTY_STORE_SOW	Private	None
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	7	kalah.game.GameState#public static final kalah.game.GameState CONTINUE_GAME	Private	None
kalah.game.EmptyStoreSow	kalah.game	Class	public	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.EmptyStoreSow#public kalah.game.GameState executeRule(kalah.game.IPlayer,kalah.game.IPlayer,int,kalah.game.GameState) {}	6	kalah.game.GameState#public static final kalah.game.GameState EMPTY_STORE_SOWED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	java.lang.Enum*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Return	Method	kalah.game.GameState#public static kalah.game.GameState[] values() {}		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#public static kalah.game.GameState[] values() {}	1	kalah.game.GameState#private static final synthetic kalah.game.GameState[] $VALUES	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Cast	Method	kalah.game.GameState#public static kalah.game.GameState[] values() {}	2	To whole module	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	java.lang.String*	java.lang	Class	Parameter	Method	kalah.game.GameState#public static kalah.game.GameState valueOf(java.lang.String) {}	0	To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Return	Method	kalah.game.GameState#public static kalah.game.GameState valueOf(java.lang.String) {}		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	java.lang.Enum*	java.lang	Class	InvokeStatic	Method	kalah.game.GameState#public static kalah.game.GameState valueOf(java.lang.String) {}	1	java.lang.Enum#java.lang.Enum valueOf(java.lang.Class,java.lang.String) <>*	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Cast	Method	kalah.game.GameState#public static kalah.game.GameState valueOf(java.lang.String) {}	2	To whole module	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	java.lang.String*	java.lang	Class	Parameter	Constructor	kalah.game.GameState#private <init>(java.lang.String,int) {}	0	To whole module	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	int*		Primitive	Parameter	Constructor	kalah.game.GameState#private <init>(java.lang.String,int) {}	1	To whole module	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	java.lang.Enum*	java.lang	Class	InvokeSuper	Method	kalah.game.GameState#private <init>(java.lang.String,int) {}	1	java.lang.Enum#<init>(java.lang.String,int) <>*	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	InvokeSpecial	Method	kalah.game.GameState#default static <clinit>() {}	1,3,5,7,9,11,13,15	kalah.game.GameState#private <init>(java.lang.String,int) {}	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	25	kalah.game.GameState#private static final synthetic kalah.game.GameState[] $VALUES	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	16	kalah.game.GameState#public static final kalah.game.GameState CAPTURED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	24	kalah.game.GameState#public static final kalah.game.GameState CAPTURED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	10	kalah.game.GameState#public static final kalah.game.GameState CHECK_CAPTURE	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	21	kalah.game.GameState#public static final kalah.game.GameState CHECK_CAPTURE	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	8	kalah.game.GameState#public static final kalah.game.GameState CHECK_EMPTY_STORE_SOW	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	20	kalah.game.GameState#public static final kalah.game.GameState CHECK_EMPTY_STORE_SOW	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	12	kalah.game.GameState#public static final kalah.game.GameState CHECK_ILLEGAL_MOVE	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	22	kalah.game.GameState#public static final kalah.game.GameState CHECK_ILLEGAL_MOVE	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	4	kalah.game.GameState#public static final kalah.game.GameState CONTINUE_GAME	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	18	kalah.game.GameState#public static final kalah.game.GameState CONTINUE_GAME	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	6	kalah.game.GameState#public static final kalah.game.GameState EMPTY_HOUSE_SELECTED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	19	kalah.game.GameState#public static final kalah.game.GameState EMPTY_HOUSE_SELECTED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	14	kalah.game.GameState#public static final kalah.game.GameState EMPTY_STORE_SOWED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	23	kalah.game.GameState#public static final kalah.game.GameState EMPTY_STORE_SOWED	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	PutStatic	Method	kalah.game.GameState#default static <clinit>() {}	2	kalah.game.GameState#public static final kalah.game.GameState QUIT_GAME	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	GetStatic	Method	kalah.game.GameState#default static <clinit>() {}	17	kalah.game.GameState#public static final kalah.game.GameState QUIT_GAME	Private	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState QUIT_GAME		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState CHECK_ILLEGAL_MOVE		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState EMPTY_HOUSE_SELECTED		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState CONTINUE_GAME		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState CHECK_CAPTURE		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState CHECK_EMPTY_STORE_SOW		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState CAPTURED		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#public static final kalah.game.GameState EMPTY_STORE_SOWED		To whole module	Public	None
kalah.game.GameState	kalah.game	Enum	public,final	kalah.game.GameState	kalah.game	Enum	Field	Field	kalah.game.GameState#private static final synthetic kalah.game.GameState[] $VALUES		To whole module	Private	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.game.IPlayer#public abstract boolean getTurn() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.game.IPlayer#public abstract boolean checkIfPlayerHousesEmpty() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	java.lang.String*	java.lang	Class	Return	Method	kalah.game.IPlayer#public abstract java.lang.String getName() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	java.util.List*	java.util	Interface	Return	Method	kalah.game.IPlayer#public abstract java.util.List getHouses() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.game.IPlayer#public abstract int shiftSeeds(int,int) <>	0,1	To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	int*		Primitive	Return	Method	kalah.game.IPlayer#public abstract int shiftSeeds(int,int) <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	boolean*		Primitive	Parameter	Method	kalah.game.IPlayer#public abstract void setTurn(boolean) <>	0	To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	void*		Primitive	Return	Method	kalah.game.IPlayer#public abstract void setTurn(boolean) <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	kalah.game.SeedContainer	kalah.game	Interface	Return	Method	kalah.game.IPlayer#public abstract kalah.game.SeedContainer getStore() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	int*		Primitive	Return	Method	kalah.game.IPlayer#public abstract int getTotalNumSeeds() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	int*		Primitive	Return	Method	kalah.game.IPlayer#public abstract int getId() <>		To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	java.lang.String*	java.lang	Class	Parameter	Method	kalah.game.IPlayer#public abstract void setName(java.lang.String) <>	0	To whole module	Public	None
kalah.game.IPlayer	kalah.game	Interface	public,abstract	void*		Primitive	Return	Method	kalah.game.IPlayer#public abstract void setName(java.lang.String) <>		To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	kalah.game.IPlayer	kalah.game	Interface	Implements	Header			To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	java.lang.String*	java.lang	Class	Parameter	Constructor	kalah.game.Player#public <init>(java.lang.String,int) {}	0	To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Parameter	Constructor	kalah.game.Player#public <init>(java.lang.String,int) {}	1	To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	InvokeSpecial	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	4	kalah.game.Player#private java.util.List initHouses() {}	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Store	kalah.game	Class	InvokeSpecial	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	6	kalah.game.Store#public <init>() {}	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Put	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	5	kalah.game.Player#private java.util.List houses	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Put	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	2	kalah.game.Player#private int id	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Put	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	8	kalah.game.Player#private boolean isTurn	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Put	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	3	kalah.game.Player#private java.lang.String name	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Put	Method	kalah.game.Player#public <init>(java.lang.String,int) {}	7	kalah.game.Player#private kalah.game.SeedContainer store	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	Return	Method	kalah.game.Player#private java.util.List initHouses() {}		To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Local	Method	kalah.game.Player#private java.util.List initHouses() {}	0	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	Local	Method	kalah.game.Player#private java.util.List initHouses() {}	1	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.ArrayList*	java.util	Class	InvokeSpecial	Method	kalah.game.Player#private java.util.List initHouses() {}	1	java.util.ArrayList#<init>() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.House	kalah.game	Class	InvokeSpecial	Method	kalah.game.Player#private java.util.List initHouses() {}	2	kalah.game.House#public <init>(int) {}	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#private java.util.List initHouses() {}	3	java.util.List#boolean add(java.lang.Object) <>*	Private	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Parameter	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	0,1	To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Return	Method	kalah.game.Player#public int shiftSeeds(int,int) {}		To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Local	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	0	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	2	java.util.List#int size() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	4,8	java.util.List#java.lang.Object get(int) <>*	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	InvokeInterface	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	6	kalah.game.SeedContainer#public abstract void addSeeds(int) <>	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Store	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	6	kalah.game.Store#public void addSeeds(int) {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.House	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	6	kalah.game.House#public void addSeeds(int) {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	InvokeInterface	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	10	kalah.game.SeedContainer#public abstract int getSeeds() <>	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Store	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	10	kalah.game.Store#public int getSeeds() {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.House	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	10	kalah.game.House#public int getSeeds() {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Get	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	1,3,7	kalah.game.Player#private java.util.List houses	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	Cast	Method	kalah.game.Player#public int shiftSeeds(int,int) {}	9	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Return	Method	kalah.game.Player#public int getTotalNumSeeds() {}		To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	Local	Method	kalah.game.Player#public int getTotalNumSeeds() {}	0	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	int*		Primitive	Local	Method	kalah.game.Player#public int getTotalNumSeeds() {}	1	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public int getTotalNumSeeds() {}	2	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public int getTotalNumSeeds() {}	3	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public int getTotalNumSeeds() {}	4	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	InvokeInterface	Method	kalah.game.Player#public int getTotalNumSeeds() {}	6,8	kalah.game.SeedContainer#public abstract int getSeeds() <>	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Store	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int getTotalNumSeeds() {}	6,8	kalah.game.Store#public int getSeeds() {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.House	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int getTotalNumSeeds() {}	6,8	kalah.game.House#public int getSeeds() {}	Private	Polymorphic
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public int getTotalNumSeeds() {}	7	kalah.game.Player#public kalah.game.SeedContainer getStore() {}	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Get	Method	kalah.game.Player#public int getTotalNumSeeds() {}	1	kalah.game.Player#private java.util.List houses	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	Cast	Method	kalah.game.Player#public int getTotalNumSeeds() {}	5	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	Return	Method	kalah.game.Player#public kalah.game.SeedContainer getStore() {}		To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	Get	Method	kalah.game.Player#public kalah.game.SeedContainer getStore() {}	1	kalah.game.Player#private kalah.game.SeedContainer store	Private	None
kalah.game.Player	kalah.game	Class	public	boolean*		Primitive	Return	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}		To whole module	Public	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	Local	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	0	To whole module	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.Player	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	1	kalah.game.Player#public java.util.List getHouses() {}	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.List*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	2	java.util.List#java.util.Iterator iterator() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	3	java.util.Iterator#boolean hasNext() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	java.util.Iterator*	java.util	Interface	InvokeInterface	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	4	java.util.Iterator#java.lang.Object next() <>*	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.SeedContainer	kalah.game	Interface	InvokeInterface	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	6	kalah.game.SeedContainer#public abstract boolean isEmpty() <>	Private	None
kalah.game.Player	kalah.game	Class	public	kalah.game.House	kalah.game	Class	InvokeInstance	Method	kalah.game.Player#public boolean checkIfPlayerHousesEmpty() {}	6	kalah.game.House#public boolean isEmpty() {}	Private	Polymorphic
